OBJECTID,SEG_ID,STREETNAME,ST_CODE,ONEWAY,CLASS,TYPE,Shape__Length
4113,741511,LARGE  ST,49200,B,4,Sharrow,115.322123392276
4114,741512,LARGE  ST,49200,B,4,Sharrow,115.742799094557
4115,741513,LARGE  ST,49200,B,4,Sharrow,109.212855044303
4116,741556,66TH  AVE,89180,B,3,Conventional,157.632669278594
4117,741558,66TH  AVE,89180,B,3,Conventional,26.2424369131001
4118,741562,STENTON  AVE,74660,B,2,Paint Buffered,162.074600562708
4119,741565,OLD YORK  RD,61300,B,2,Conventional,113.148886099007
4120,741567,OLD YORK  RD,61300,B,2,Conventional,97.2463815844043
4121,741573,W  OLNEY  AVE,61360,B,2,Conventional,205.018973777711
4122,741575,W  SOMERVILLE  AVE,73340,B,4,Conventional,99.8442836848046
4123,741608,CASTOR  AVE,21880,B,2,Conventional,112.8801982354
4124,741613,LORETTO  AVE,51660,B,4,Conventional,104.595933951857
4125,741631,LORETTO  AVE,51660,B,4,Conventional,80.8468640855363
4126,741633,LORETTO  AVE,51660,B,4,Conventional,76.1525231184589
4127,741636,LORETTO  AVE,51660,B,4,Conventional,242.330934516678
4128,741641,LORETTO  AVE,51660,B,4,Conventional,74.7102687797479
4129,741645,SUMMERDALE  AVE,75420,B,3,Conventional,71.7815891671282
4130,741647,LORETTO  AVE,51660,B,4,Conventional,74.8720886545046
4131,741650,LORETTO  AVE,51660,B,4,Conventional,81.4362908020954
4132,741652,LORETTO  AVE,51660,B,4,Conventional,76.7198867017676
4133,741712,TABOR  AVE,76025,B,3,Conventional,462.759267737959
4134,741716,TABOR  AVE,76025,B,3,Conventional,94.0728660341784
4135,741720,TABOR  AVE,76025,B,3,Conventional,68.2443718308772
4136,741724,TABOR  AVE,76025,B,3,Conventional,79.1637525075868
4137,741728,TABOR  AVE,76025,B,3,Conventional,39.2341794860988
4138,741729,TABOR  AVE,76025,B,3,Conventional,36.3624438364664
4139,741801,RISING SUN  AVE,68600,B,2,Conventional,130.110290239557
4140,741803,C  ST,20720,B,4,Paint Buffered,109.157797043313
4141,741805,RISING SUN  AVE,68600,B,2,Conventional,96.0717066726129
4142,741807,C  ST,20720,B,4,Paint Buffered,75.6628846175977
4143,741809,RISING SUN  AVE,68600,B,2,Conventional,120.631081168116
4144,741811,C  ST,20720,B,4,Paint Buffered,90.1344506465877
4145,741813,E  ASHDALE  ST,13520,B,5,Paint Buffered,259.069136002469
4146,741815,C  ST,20720,B,4,Paint Buffered,250.640980173331
4147,741819,E  ASHDALE  ST,13520,B,5,Paint Buffered,92.7513468418898
4148,741822,E  ASHDALE  ST,13520,B,5,Paint Buffered,95.5146701330101
4149,741837,E  ASHDALE  ST,13520,B,5,Paint Buffered,41.5310834016404
4150,741843,E  OLNEY  AVE,61340,B,2,Sharrow,79.352791161324
4151,741847,E  OLNEY  AVE,61340,B,2,Sharrow,78.5437172638305
4152,741851,E  OLNEY  AVE,61340,B,2,Sharrow,76.9430711130836
4153,741857,RISING SUN  AVE,68600,B,2,Conventional,177.481722180421
4154,741869,RISING SUN  AVE,68600,B,2,Conventional,89.6606186451458
4155,741893,N  11TH  ST,88010,B,4,Sharrow,112.574714099264
4156,741908,MASCHER  ST,54200,B,5,Sharrow,102.701887475906
4157,741938,66TH  AVE,89180,B,3,Conventional,100.487559176033
4158,741940,66TH  AVE,89180,B,3,Conventional,108.384931398048
4159,741952,W  OLNEY  AVE,61360,B,2,Sharrow,175.165371369654
4160,741956,W  OLNEY  AVE,61360,B,2,Sharrow,89.1673884988639
4161,741960,W  OLNEY  AVE,61360,B,2,Sharrow,90.0014346864734
4162,741964,W  OLNEY  AVE,61360,B,2,Sharrow,90.8662384535835
4163,741967,W  OLNEY  AVE,61360,B,2,Sharrow,89.0434013267021
4164,741970,W  OLNEY  AVE,61360,B,2,Sharrow,89.5033013678132
4165,741972,W  OLNEY  AVE,61360,B,2,Sharrow,89.1794359383275
4166,742016,W  GODFREY  AVE,37500,B,2,Paint Buffered,88.9027109573331
4167,742019,W  GODFREY  AVE,37500,B,2,Paint Buffered,107.814110676768
4168,742033,SUMMERDALE  AVE,75420,B,3,Conventional,40.0219741370891
4169,742040,SUMMERDALE  AVE,75420,B,3,Conventional,78.1426402745417
4170,742041,SUMMERDALE  AVE,75420,B,3,Conventional,68.2303178895369
4171,742043,SUMMERDALE  AVE,75420,B,3,Conventional,76.7673852217567
4172,742044,OXFORD  AVE,62080,B,2,Conventional,129.628941021976
4173,742045,LORETTO  AVE,51660,B,4,Conventional,71.3158583326658
4174,742050,SUMMERDALE  AVE,75420,B,3,Conventional,79.9682589066927
4175,742051,SUMMERDALE  AVE,75420,B,3,Conventional,71.4807714921015
4176,742071,E  TABOR  RD,76520,B,3,Conventional,125.346682839716
4177,742077,TABOR  AVE,76025,B,3,Conventional,177.474169788355
4178,742083,RISING SUN  AVE,68600,B,3,Conventional,87.9957056302603
4179,742086,RISING SUN  AVE,68600,B,3,Conventional,112.085730356911
4180,742088,VAN KIRK  ST,79720,B,4,Conventional,155.091145091505
4181,742099,E  OLNEY  AVE,61340,B,2,Sharrow,64.9520641981132
4182,742122,MASCHER  ST,54200,B,5,Sharrow,110.945628014776
4183,742126,SEVEN OAKS  DR,71900,B,5,Sharrow,107.616771058438
4184,742373,SUMMERDALE  AVE,75420,B,3,Conventional,72.6314965991319
4185,742412,SUMMERDALE  AVE,75420,B,3,Conventional,72.0278484217588
4186,742437,E  ASHDALE  ST,13520,B,5,Paint Buffered,102.67826683579
4187,742438,E  ASHDALE  ST,13520,B,5,Paint Buffered,95.8789168925406
4188,742439,E  ASHDALE  ST,13520,B,5,Paint Buffered,97.8676662416294
4189,742470,SUMMERDALE  AVE,75420,B,3,Conventional,75.5287723553108
4190,742484,SUMMERDALE  AVE,75420,B,3,Conventional,79.2393191665282
4191,742627,LORETTO  AVE,51660,B,4,Conventional,80.9522754861088
4192,742633,SUMMERDALE  AVE,75420,B,3,Conventional,76.7136421345321
4193,742744,OXFORD  AVE,62080,B,2,Conventional,112.603876374301
4194,742750,OLD YORK  RD,61300,TF,2,Conventional,50.8464388091384
4195,742751,OLD YORK  RD,61300,TF,2,Conventional,100.204667719964
4196,742752,OLD YORK  RD,61300,TF,2,Conventional,97.3306653178552
4197,742757,E  CHAMPLOST  AVE,22260,B,4,Conventional,11.7821613022487
4198,742760,SUMMERDALE  AVE,75420,B,3,Conventional,9.42531973921999
4199,742801,E  TABOR  RD,76520,B,3,Conventional,60.5357416237128
4200,742816,OLD YORK  RD,61300,B,4,Conventional,253.844541909404
4201,742817,OLD YORK  RD,61300,B,4,Conventional,195.192535527687
4202,742822,RISING SUN  AVE,68600,B,2,Conventional,309.586694134414
4203,742828,RISING SUN  AVE,68600,B,3,Conventional,135.843275413589
4204,742829,RISING SUN  AVE,68600,B,3,Conventional,346.867326110242
4205,742833,OLD YORK  RD,61300,B,2,Conventional,88.4997549162068
4206,742843,OLD YORK  RD,61300,B,2,Conventional,70.2757561247111
4207,742844,OLD YORK  RD,61300,B,2,Conventional,40.9981963084184
4208,742891,RISING SUN  AVE,68600,B,2,Conventional,256.304949613749
4209,742892,RISING SUN  AVE,68600,B,2,Conventional,139.296198281313
4210,742897,E  TABOR  RD,76520,B,3,Conventional,88.5717255300732
4211,742898,E  TABOR  RD,76520,B,3,Conventional,271.416785920912
4212,760009,FRANKFORD  AVE,34960,B,2,Conventional,180.307403640184
4213,760014,LARGE  ST,49200,B,4,Sharrow,111.048259096913
4214,760017,LORETTO  AVE,51660,B,4,Conventional,221.672248886648
4215,760033,E  CHELTENHAM  AVE,22600,B,4,Conventional,150.467715287244
4216,760035,OXFORD  AVE,62080,B,3,Conventional,109.873400090161
4217,760133,TORRESDALE  AVE,77600,B,2,Conventional,148.379766528667
4218,760134,TORRESDALE  AVE,77600,B,2,Conventional,72.1060846017361
4219,760135,TORRESDALE  AVE,77600,B,2,Conventional,79.2528304288994
4220,760136,TORRESDALE  AVE,77600,B,2,Conventional,78.2995220344078
4221,760137,TORRESDALE  AVE,77600,B,2,Conventional,71.7379813741843
4222,760138,TORRESDALE  AVE,77600,B,2,Conventional,82.5469723721143
4223,760139,TORRESDALE  AVE,77600,B,2,Conventional,82.3393212644014
4224,760140,TORRESDALE  AVE,77600,B,2,Conventional,72.362820994893
4225,760141,TORRESDALE  AVE,77600,B,2,Conventional,82.1068057727315
4226,760142,TORRESDALE  AVE,77600,B,2,Conventional,73.4335273195167
4227,760143,TORRESDALE  AVE,77600,B,2,Conventional,63.4752967728849
4228,760144,TORRESDALE  AVE,77600,B,2,Conventional,73.2211387425039
4229,760145,TORRESDALE  AVE,77600,B,2,Conventional,79.3071103433379
4230,760146,TORRESDALE  AVE,77600,B,2,Conventional,72.3575774414421
4231,760147,TORRESDALE  AVE,77600,B,2,Conventional,210.545110303485
4232,760148,TORRESDALE  AVE,77600,B,2,Conventional,201.296162148654
4233,760149,TORRESDALE  AVE,77600,B,2,Conventional,147.279092428176
4234,760150,TORRESDALE  AVE,77600,B,2,Conventional,153.244540700965
4235,760151,TORRESDALE  AVE,77600,B,2,Conventional,285.552823349631
4236,760152,TORRESDALE  AVE,77600,B,2,Conventional,151.409955356728
4237,760153,TORRESDALE  AVE,77600,B,2,Conventional,146.443540671688
4238,760154,TORRESDALE  AVE,77600,B,2,Conventional,197.766083647256
4239,760155,TORRESDALE  AVE,77600,B,2,Conventional,245.00397386109
4240,760156,TORRESDALE  AVE,77600,B,2,Conventional,245.609412053991
4241,760157,TORRESDALE  AVE,77600,B,2,Conventional,220.85906254623
4242,760158,TORRESDALE  AVE,77600,B,2,Conventional,235.607981221266
4243,760159,TORRESDALE  AVE,77600,B,2,Conventional,263.158052536938
4244,760160,TORRESDALE  AVE,77600,B,2,Conventional,262.969504582467
4245,760161,TORRESDALE  AVE,77600,B,2,Conventional,262.442333295076
4246,760162,TORRESDALE  AVE,77600,B,2,Conventional,110.676193944674
4247,760163,TORRESDALE  AVE,77600,B,2,Conventional,112.476676126376
4248,760502,FRANKFORD  AVE,34960,B,2,Conventional,33.5334053636052
4249,760503,FRANKFORD  AVE,34960,B,2,Conventional,291.848572754112
4250,760505,FRANKFORD  AVE,34960,B,2,Conventional,314.299208504265
4251,760581,OXFORD  AVE,62080,B,3,Conventional,131.49970217765
4252,760582,OXFORD  AVE,62080,B,3,Conventional,182.038069712383
4253,760583,OXFORD  AVE,62080,B,3,Conventional,107.96101805515
4254,760617,LARGE  ST,49200,B,4,Sharrow,36.777847546305
4255,760710,DEVEREAUX  AVE,28320,B,4,Conventional,212.500312426483
4256,760732,DEVEREAUX  AVE,28320,B,4,Conventional,240.196401227104
4257,760733,DEVEREAUX  AVE,28320,B,4,Conventional,223.882194215892
4258,760734,DEVEREAUX  AVE,28320,B,4,Conventional,30.4195792375527
4259,760735,DEVEREAUX  AVE,28320,B,4,Conventional,224.431964114349
4260,760747,LORETTO  AVE,51660,B,4,Conventional,115.748380019919
4261,760748,LORETTO  AVE,51660,B,4,Conventional,36.7358032636878
4262,760749,LORETTO  AVE,51660,B,4,Conventional,32.304704935234
4263,760750,LORETTO  AVE,51660,B,4,Conventional,38.094742839986
4264,760751,LORETTO  AVE,51660,B,4,Conventional,223.318630078857
4265,760752,LORETTO  AVE,51660,B,4,Conventional,223.571969627315
4266,760847,RYAN  AVE,70060,TF,3,Paint Buffered,236.811479531396
4267,760970,PRINCETON  AVE,65740,B,4,Conventional,131.416238903269
4268,760972,PRINCETON  AVE,65740,B,4,Conventional,116.067935699055
4269,760974,PRINCETON  AVE,65740,B,4,Conventional,90.1298596053051
4270,760976,PRINCETON  AVE,65740,B,4,Conventional,89.5920753435034
4271,760978,PRINCETON  AVE,65740,B,4,Conventional,89.7124598514898
4272,760980,PRINCETON  AVE,65740,B,4,Conventional,90.5227760992377
4273,760982,PRINCETON  AVE,65740,B,4,Conventional,89.6614102208797
4274,760984,PRINCETON  AVE,65740,B,4,Conventional,89.213654965028
4275,760986,PRINCETON  AVE,65740,B,4,Conventional,89.8308433604211
4276,760988,PRINCETON  AVE,65740,B,4,Conventional,90.6194157950001
4277,760990,PRINCETON  AVE,65740,B,4,Conventional,89.7917046947246
4278,760992,PRINCETON  AVE,65740,B,4,Conventional,96.0626597890677
4279,760997,PRINCETON  AVE,65740,B,3,Conventional,89.8480562268492
4280,760998,PRINCETON  AVE,65740,B,3,Conventional,84.3863570535996
4281,760999,PRINCETON  AVE,65740,B,3,Conventional,89.2788836780832
4282,761000,PRINCETON  AVE,65740,B,3,Conventional,89.9654466886486
4283,761001,PRINCETON  AVE,65740,B,3,Conventional,90.1776298616482
4284,761016,PRINCETON  AVE,65740,B,3,Conventional,49.7378409626899
4285,761018,PRINCETON  AVE,65740,B,3,Conventional,101.898474468837
4286,761031,TYSON  AVE,78240,B,3,Conventional,90.9215980416048
4287,761032,TYSON  AVE,78240,B,3,Conventional,89.6518746658237
4288,761034,TYSON  AVE,78240,B,3,Conventional,90.1380030636573
4289,761036,TYSON  AVE,78240,B,3,Conventional,95.0452922796426
4290,761038,TYSON  AVE,78240,B,3,Paint Buffered,191.722920831398
4291,761039,TYSON  AVE,78240,B,3,Conventional,131.144544054478
4292,761040,TYSON  AVE,78240,B,3,Conventional,116.112248131123
4293,761042,TYSON  AVE,78240,B,3,Conventional,89.8112870586791
4294,761043,TYSON  AVE,78240,B,3,Conventional,90.3725640121263
4295,761044,TYSON  AVE,78240,B,3,Conventional,89.4855014744813
4296,761047,TYSON  AVE,78240,B,3,Conventional,90.0527151096653
4297,761049,TYSON  AVE,78240,B,3,Conventional,90.4964336083527
4298,761050,TYSON  AVE,78240,B,3,Conventional,88.3728832745183
4299,761260,E  CHELTENHAM  AVE,22600,B,4,Sharrow,260.604790567733
4300,761328,OXFORD  AVE,62080,B,3,Conventional,130.828929331394
4301,761329,OXFORD  AVE,62080,B,3,Conventional,120.586064031894
4302,761334,OXFORD  AVE,62080,B,3,Conventional,61.7207308984974
4303,761345,E  CHELTENHAM  AVE,22600,B,4,Conventional,100.033079313073
4304,761346,E  CHELTENHAM  AVE,22600,B,4,Conventional,245.386942943859
4305,761347,E  CHELTENHAM  AVE,22600,B,4,Conventional,80.1954762015625
4306,761348,E  CHELTENHAM  AVE,22600,B,4,Conventional,41.5876684975916
4307,761349,E  CHELTENHAM  AVE,22600,B,4,Conventional,40.4863109034381
4308,761350,E  CHELTENHAM  AVE,22600,B,4,Conventional,84.3289162368727
4309,761351,E  CHELTENHAM  AVE,22600,B,4,Conventional,84.1188723744157
4310,761352,E  CHELTENHAM  AVE,22600,B,4,Conventional,83.9988948722806
4311,761353,E  CHELTENHAM  AVE,22600,B,4,Conventional,142.223113434253
4312,761400,RYAN  AVE,70060,B,3,Separated Bike Lane,92.9989993066324
4313,761401,RYAN  AVE,70060,B,3,Paint Buffered,153.725741065266
4314,761402,RYAN  AVE,70060,B,3,Paint Buffered,199.818526971392
4315,761419,BROUS  AVE,19380,B,4,Conventional,126.312149147307
4316,761420,BROUS  AVE,19380,B,4,Conventional,310.296063616995
4317,761421,BROUS  AVE,19380,B,4,Conventional,226.765021752265
4318,761489,TYSON  AVE,78240,B,3,Paint Buffered,225.073802249884
4319,761492,TYSON  AVE,78240,B,3,Paint Buffered,224.130529928627
4320,761495,TYSON  AVE,78240,B,3,Paint Buffered,223.425206436514
4321,761499,TYSON  AVE,78240,B,3,Paint Buffered,223.859294071134
4322,761530,TYSON  AVE,78240,B,3,Paint Buffered,222.282182154057
4323,761531,BROUS  AVE,19380,B,4,Conventional,110.686174346675
4324,761532,BROUS  AVE,19380,B,4,Conventional,75.9271754111532
4325,761533,BROUS  AVE,19380,B,4,Conventional,68.8397129713061
4326,761534,BROUS  AVE,19380,B,4,Conventional,74.9232602142544
4327,761535,BROUS  AVE,19380,B,4,Conventional,230.78237607148
4328,761536,BROUS  AVE,19380,B,4,Conventional,74.1570633048397
4329,761537,BROUS  AVE,19380,B,4,Conventional,67.9779382120641
4330,761696,OXFORD  AVE,62080,B,3,Conventional,211.328341951399
4331,761700,OXFORD  AVE,62080,B,3,Conventional,135.420954523097
4332,761706,OXFORD  AVE,62080,B,3,Conventional,110.042558626805
4333,761707,OXFORD  AVE,62080,B,3,Conventional,147.545773384367
4334,761776,OXFORD  AVE,62080,B,2,Conventional,181.828213072646
4335,761777,OXFORD  AVE,62080,B,3,Conventional,135.885190739049
4336,761867,TYSON  AVE,78240,B,3,Conventional,283.725907917754
4337,761868,TYSON  AVE,78240,B,3,Conventional,176.78360451999
4338,761869,TYSON  AVE,78240,B,3,Paint Buffered,20.2557660393951
4339,761870,TYSON  AVE,78240,B,3,Paint Buffered,45.3421902345617
4340,761871,TYSON  AVE,78240,B,3,Paint Buffered,18.6648367871985
4341,761917,PRINCETON  AVE,65740,B,5,Two Way Separated Bike Lane,307.658422909891
4342,762136,BROUS  AVE,19380,B,4,Conventional,81.6801635130168
4343,762158,DEVEREAUX  AVE,28320,B,4,Conventional,97.4506437324073
4344,762165,DEVEREAUX  AVE,28320,B,4,Conventional,95.4432077351938
4345,762172,DEVEREAUX  AVE,28320,B,4,Conventional,67.5848739297609
4346,762179,DEVEREAUX  AVE,28320,B,4,Conventional,80.2681679345898
4347,762186,DEVEREAUX  AVE,28320,B,4,Conventional,79.931004732709
4348,762235,E  CHELTENHAM  AVE,22600,B,4,Sharrow,83.319728395434
4349,762272,E  CHELTENHAM  AVE,22600,B,4,Conventional,115.590191927018
4350,762342,LORETTO  AVE,51660,B,4,Conventional,109.316142767864
4351,762350,LORETTO  AVE,51660,B,4,Conventional,74.6710990567985
4352,762353,LORETTO  AVE,51660,B,4,Conventional,35.8652765957154
4353,762357,LORETTO  AVE,51660,B,4,Conventional,77.6450082407998
4354,762367,LORETTO  AVE,51660,B,4,Conventional,71.0143722299771
4355,762370,LORETTO  AVE,51660,B,4,Conventional,73.2493617631207
4356,762376,LORETTO  AVE,51660,B,4,Conventional,78.5733842729471
4357,762383,LORETTO  AVE,51660,B,4,Conventional,67.1216324872866
4358,762389,LORETTO  AVE,51660,B,4,Conventional,74.0951022759751
4359,762393,LORETTO  AVE,51660,B,4,Conventional,85.542326605235
4360,762396,LORETTO  AVE,51660,B,4,Conventional,71.2916521530332
4361,762401,LORETTO  AVE,51660,B,4,Conventional,76.1652500939877
4362,762402,LORETTO  AVE,51660,B,4,Conventional,66.0421801297641
4363,762403,LORETTO  AVE,51660,B,4,Conventional,83.9538054767239
4364,762460,LORETTO  AVE,51660,B,4,Conventional,77.7092471106643
4365,762481,LORETTO  AVE,51660,B,4,Conventional,112.584372444409
4366,762483,LORETTO  AVE,51660,B,4,Conventional,111.593825275894
4367,762744,TYSON  AVE,78240,B,3,Conventional,108.536325718853
4368,762787,TYSON  AVE,78240,B,3,Conventional,218.234353802926
4369,762809,TYSON  AVE,78240,B,3,Conventional,83.653440436202
4370,762815,TYSON  AVE,78240,B,3,Conventional,77.382990508422
4371,762821,TYSON  AVE,78240,B,3,Conventional,85.7996645862581
4372,762829,TYSON  AVE,78240,B,3,Conventional,82.93246380331
4373,762849,TYSON  AVE,78240,B,3,Conventional,85.819144212678
4374,762851,TYSON  AVE,78240,B,3,Conventional,76.9526433334537
4375,763173,TYSON  AVE,78240,B,3,Paint Buffered,299.638115979897
4376,763175,BROUS  AVE,19380,B,4,Conventional,109.923590780024
4377,763178,BROUS  AVE,19380,B,4,Conventional,105.381685910293
4378,763181,BROUS  AVE,19380,B,4,Conventional,112.707911150499
4379,763184,BROUS  AVE,19380,B,4,Conventional,111.280782796417
4380,763188,BROUS  AVE,19380,B,4,Conventional,110.323577475732
4381,763192,BROUS  AVE,19380,B,4,Conventional,113.212855911286
4382,763202,BROUS  AVE,19380,B,4,Conventional,112.128254589817
4383,763205,BROUS  AVE,19380,B,4,Conventional,111.298308349456
4384,763208,BROUS  AVE,19380,B,4,Conventional,113.068871462438
4385,763221,BROUS  AVE,19380,B,4,Conventional,121.354573179172
4386,763225,BROUS  AVE,19380,B,4,Conventional,108.26984807618
4387,763366,FRANKFORD  AVE,34960,B,2,Conventional,627.279830460156
4388,763368,TORRESDALE  AVE,77600,B,2,Conventional,317.609536122727
4389,763369,TORRESDALE  AVE,77600,B,2,Two Way Separated Bike Lane,307.311780328027
4390,763370,TORRESDALE  AVE,77600,B,2,Conventional,115.026899936454
4391,763402,PRINCETON  AVE,65740,B,3,Conventional,135.29400660476
4392,780010,ENFIELD  AVE,31800,B,5,Conventional,173.866168068431
4393,780016,TORRESDALE  AVE,77600,B,2,Conventional,108.624735180704
4394,780017,TORRESDALE  AVE,77600,B,2,Conventional,80.9596226673331
4395,780018,TORRESDALE  AVE,77600,B,2,Conventional,77.8034646491826
4396,780019,TORRESDALE  AVE,77600,B,2,Conventional,88.4705002727183
4397,800009,GERMANTOWN  AVE,36660,B,2,Conventional,352.043126735339
4398,800035,RIDGE  AVE,68280,B,2,Conventional,266.212230859563
4399,800049,E  BELLS MILL  RD,16700,FT,4,Paint Buffered,863.742161630476
4400,800199,RIDGE  AVE,68280,B,2,Conventional,42.2648894897877
4401,800209,RIDGE  AVE,68280,B,2,Conventional,87.687731839446
4402,800228,RIDGE  AVE,68280,B,2,Conventional,216.75068215562
4403,800244,RIDGE  AVE,68280,B,2,Conventional,153.327648445423
4404,800293,E  BELLS MILL  RD,16700,FT,4,Paint Buffered,179.680799400855
4405,800387,RIDGE  AVE,68280,B,2,Conventional,113.356543593507
4406,800388,RIDGE  AVE,68280,B,2,Conventional,91.2241122805278
4407,800396,GERMANTOWN  AVE,36660,B,2,Conventional,233.183738536142
4408,800451,GERMANTOWN  AVE,36660,B,2,Conventional,316.341843854572
4409,800452,GERMANTOWN  AVE,36660,B,2,Conventional,130.250972279409
4410,820029,OGONTZ  AVE,61180,B,2,Conventional,236.456383108682
4411,820068,OGONTZ  AVE,61180,B,2,Conventional,142.199586295611
4412,820136,WILLIAMS  AVE,83340,B,4,Conventional,217.738880815817
4413,820147,E  UPSAL  ST,79000,B,2,Conventional,123.79554137095
4414,820150,WILLIAMS  AVE,83340,B,4,Conventional,161.010199607266
4415,820161,E  UPSAL  ST,79000,B,2,Conventional,25.2871937478942
4416,820167,E  UPSAL  ST,79000,B,2,Conventional,58.221185959371
4417,820207,E  UPSAL  ST,79000,B,2,Conventional,365.187548023275
4418,820219,E  UPSAL  ST,79000,B,2,Conventional,170.19723771842
4419,820233,E  UPSAL  ST,79000,B,2,Conventional,140.921966337029
4420,820254,E  UPSAL  ST,79000,B,2,Conventional,173.337344121005
4421,820290,E  UPSAL  ST,79000,B,2,Conventional,236.577978977229
4422,820331,E  UPSAL  ST,79000,B,2,Conventional,259.063697615791
4423,820356,E  UPSAL  ST,79000,B,2,Conventional,135.29339025752
4424,820506,MANSFIELD  AVE,53220,B,4,Conventional,118.904007527236
4425,820507,MANSFIELD  AVE,53220,B,4,Conventional,115.029119628484
4426,820508,MANSFIELD  AVE,53220,B,4,Conventional,117.450726867717
4427,820509,MANSFIELD  AVE,53220,B,4,Conventional,155.974333357512
4428,820589,MANSFIELD  AVE,53220,B,4,Conventional,251.068111555809
4429,820590,OGONTZ  AVE,61180,B,2,Conventional,125.887603000491
4430,820591,OGONTZ  AVE,61180,B,2,Conventional,120.54644873128
4431,820592,E  WASHINGTON  LN,81600,B,2,Conventional,78.88682038897
4432,820593,OGONTZ  AVE,61180,B,2,Conventional,120.209025873795
4433,820594,OGONTZ  AVE,61180,B,2,Conventional,119.475067345401
4434,820595,OGONTZ  AVE,61180,B,2,Conventional,120.043085853127
4435,820596,E  WASHINGTON  LN,81600,B,2,Conventional,100.908737693998
4436,820597,OGONTZ  AVE,61180,B,2,Conventional,248.776671871994
4437,820598,E  WASHINGTON  LN,81600,B,2,Conventional,72.7944147745015
4438,820599,E  WASHINGTON  LN,81600,B,2,Conventional,115.890683894518
4439,820600,OGONTZ  AVE,61180,B,2,Conventional,97.8723772299629
4440,820601,OGONTZ  AVE,61180,B,2,Conventional,186.638066311147
4441,820602,OGONTZ  AVE,61180,B,2,Conventional,172.443804027655
4442,820603,OGONTZ  AVE,61180,B,2,Conventional,190.826479704933
4443,820605,E  WASHINGTON  LN,81600,B,2,Conventional,214.47471467505
4444,820606,OGONTZ  AVE,61180,B,2,Conventional,146.485376607611
4445,820607,E  WASHINGTON  LN,81600,B,2,Conventional,179.176418978213
4446,820608,OGONTZ  AVE,61180,B,2,Conventional,122.840996152265
4447,820609,OGONTZ  AVE,61180,B,2,Conventional,123.357156477528
4448,820610,E  WASHINGTON  LN,81600,B,2,Conventional,249.191644717704
4449,820611,OGONTZ  AVE,61180,B,2,Conventional,226.415408072957
4450,820612,OGONTZ  AVE,61180,B,2,Conventional,133.240254388447
4451,820613,OGONTZ  AVE,61180,B,2,Conventional,87.0563721409172
4452,820614,OGONTZ  AVE,61180,B,2,Conventional,103.48209539117
4453,820616,E  WASHINGTON  LN,81600,B,2,Conventional,237.340988943179
4454,820617,E  WASHINGTON  LN,81600,B,2,Conventional,10.2231977828752
4455,820618,N  19TH  ST,88150,B,3,Conventional,45.8389410208253
4456,820619,N  19TH  ST,88150,B,3,Conventional,121.811861423374
4457,820620,N  19TH  ST,88150,B,3,Conventional,72.566741506979
4458,820621,N  19TH  ST,88150,B,3,Conventional,75.9774783302012
4459,820622,N  19TH  ST,88150,B,3,Conventional,76.4136208587398
4460,820623,N  19TH  ST,88150,B,3,Conventional,71.848960497511
4461,820624,N  19TH  ST,88150,B,3,Conventional,79.9461945870258
4462,820625,N  19TH  ST,88150,B,3,Conventional,120.722825312099
4463,820626,N  19TH  ST,88150,B,3,Conventional,107.684807204012
4464,820627,N  19TH  ST,88150,B,3,Conventional,227.178246394983
4465,820628,N  19TH  ST,88150,B,3,Conventional,358.086052817924
4466,820629,WYNCOTE  AVE,84840,B,3,Conventional,190.341079605021
4467,820630,WYNCOTE  AVE,84840,B,3,Conventional,57.6779164610807
4468,820631,WYNCOTE  AVE,84840,B,3,Conventional,235.587602100513
4469,820661,E  WASHINGTON  LN,81600,B,2,Conventional,36.4204168706411
4470,820752,RUGBY  ST,69800,TF,5,Conventional,254.185731313552
4471,820754,GILBERT  ST,36880,FT,5,Conventional,251.705562088534
4472,820898,E  UPSAL  ST,79000,B,2,Conventional,122.297731477401
4473,821176,MANSFIELD  AVE,53220,B,4,Conventional,110.352507084601
4474,821215,MANSFIELD  AVE,53220,B,4,Conventional,104.397415876107
4475,821218,MANSFIELD  AVE,53220,B,4,Conventional,98.6684479650446
4476,821221,MANSFIELD  AVE,53220,B,4,Conventional,91.4199328042323
4477,821331,E  UPSAL  ST,79000,TF,2,Conventional,199.817856348656
4478,821345,E  UPSAL  ST,79000,B,2,Conventional,75.5951754407437
4479,821381,E  UPSAL  ST,79000,B,2,Conventional,78.4815097578853
4480,821385,E  UPSAL  ST,79000,B,2,Conventional,54.1150617829633
4481,821390,E  UPSAL  ST,79000,B,2,Conventional,127.617305577783
4482,821442,E  WASHINGTON  LN,81600,B,2,Conventional,88.9964763713524
4483,821445,E  UPSAL  ST,79000,B,2,Conventional,90.382370769791
4484,821447,E  WASHINGTON  LN,81600,B,2,Conventional,79.9831084910854
4485,821449,E  WASHINGTON  LN,81600,B,2,Conventional,81.687731067439
4486,821458,MANSFIELD  AVE,53220,B,4,Conventional,108.04721755274
4487,821459,MANSFIELD  AVE,53220,B,4,Conventional,106.636832413474
4488,821463,MANSFIELD  AVE,53220,B,4,Conventional,100.102762058463
4489,821468,MANSFIELD  AVE,53220,B,4,Conventional,103.523691462412
4490,821479,MANSFIELD  AVE,53220,B,4,Conventional,115.034162145439
4491,821497,MANSFIELD  AVE,53220,B,4,Conventional,92.2449108736759
4492,821503,MANSFIELD  AVE,53220,B,4,Conventional,101.043357978586
