DATE,Time,STREET NAME,VEHICLES,TOTAL PEOPLE,PEDESTRIANS,BICYCLISTS,INJURIES,MAJOR INJURIES,FATALITIES 
16-Mar,8:21 a.m.,TYSON AV & SACKETT ST,1,2,1,0,0,0,1
16-Apr,23:40 p.m.,CHESTER AV & 58TH ST,1,2,1,0,1,1,0
16-Apr,21:00 p.m.,HELLERMAN ST,1,2,1,0,1,1,0
16-Apr,3:47 a.m.,MARKET ST & FORTYFIFTH ST,1,2,1,0,0,0,1
15-Oct,13:27 p.m.,MARKET ST,1,2,1,0,1,1,0
16-Apr,15:02 p.m.,KENSINGTON AV,3,5,1,0,3,1,0
16-Apr,12:04 a.m.,VOGDES ST & VINE ST & 56TH ST,1,2,1,0,1,1,0
16-Apr,17:46 p.m.,WALLACE ST,1,2,1,0,1,1,0
16-Apr,12:18 a.m.,HUNTING PARK AV,3,5,2,0,4,1,0
16-Apr,7:00 a.m.,YORK ST & CABOT ST,1,2,0,1,1,1,0
16-May,18:00 p.m.,SCHOOL HOUSE LN & WAYNE AV,1,2,1,0,1,1,0
16-May,16:35 p.m.,MARSDEN ST,1,2,1,0,1,1,0
16-May,21:35 p.m.,OLNEY AV & BROAD ST,1,2,1,0,1,1,0
16-May,18:16 p.m.,VINE ST,1,2,1,0,0,0,1
16-May,23:20 p.m.,ROOSEVELT BL & C ST,1,2,1,0,0,0,1
16-May,11:54 a.m.,ORTHODOX ST,1,2,0,1,0,0,1
15-Dec,17:45 p.m.,ALLEGHENY AV,1,2,1,0,1,1,0
16-Jun,16:10 p.m.,GRAVERS LN & GERMANTOWN AV,1,18,2,0,1,0,1
16-May,22:00 p.m.,FRONT ST,2,2,1,0,0,0,1
16-May,20:35 p.m.,BELMONT AV & 44TH ST & LANCASTER AV,1,2,1,0,1,1,0
16-Jun,1:17 a.m.,CECIL B MOORE AV,1,2,1,0,0,0,1
16-May,16:52 p.m.,D ST & BINGHAM ST & ROOSEVELT BL,1,2,1,0,0,0,1
16-Jun,21:13 p.m.,OLD YORK RD,2,2,1,0,0,0,1
16-Jun,13:28 p.m.,SCHOOL HOUSE LN,1,2,0,1,1,1,0
16-Jun,16:45 p.m.,CONSHOHOCKEN AV & CITY AV,1,2,1,0,1,1,0
16-Jun,21:45 p.m.,SNYDER AV,1,2,1,0,1,1,0
16-Jun,23:30 p.m.,59TH ST & RACE ST,1,2,1,0,1,1,0
16-Jun,23:00 p.m.,ADAMS AV & ROOSEVELT BL,1,2,1,0,0,0,1
16-Jun,1:40 a.m.,BROAD ST,1,4,0,1,2,1,0
16-Jun,3:37 a.m.,S 61ST ST,3,2,1,0,1,1,0
16-Jul,1:41 a.m.,RUSCOMB ST & 5TH ST,1,2,1,0,1,1,0
16-Jun,23:10 p.m.,ROCKLAND ST & BROAD ST,1,2,1,0,1,1,0
16-Jun,7:59 a.m.,ELLSWORTH ST,1,2,1,0,1,1,0
16-Jun,11:15 a.m.,SOUTHAMPTON RD & ROOSEVELT BL,2,3,1,0,0,0,1
16-Jul,1:42 a.m.,WISSAHICKON AV,1,2,1,0,1,0,1
16-Jul,20:41 p.m.,BROAD ST,1,3,1,0,1,1,0
16-Jul,11:30 a.m.,MONTGOMERY AV & CROSKEY ST,1,2,1,0,1,1,0
16-Jul,14:30 p.m.,GIRARD AV,1,5,1,0,0,0,1
16-Jul,99:99 p.m.,YORK ST & RIDGE AV,1,2,1,0,0,0,1
16-Jul,19:29 p.m.,WASHINGTON LN & OGONTZ AV & SEVENTYFIFTH AV,1,3,1,0,1,1,0
16-Jul,5:49 a.m.,5TH ST,1,2,1,0,1,1,0
16-Jul,21:06 p.m.,JACKSON ST & 21ST ST,2,9,3,0,6,0,1
16-Aug,12:32 a.m.,54TH RD & GAINOR RD,1,2,1,0,1,1,0
16-Aug,17:00 p.m.,OLD YORK RD & LUZERNE ST,1,2,0,1,1,1,0
16-Aug,19:23 p.m.,55TH ST & LUDLOW ST,1,2,0,1,1,1,0
16-Aug,20:15 p.m.,W CAMBRIA ST & 2ND ST,2,2,1,0,1,1,0
16-Aug,23:48 p.m.,SPRINGFIELD AV & PEACH ST,1,2,1,0,0,0,1
16-Aug,19:30 p.m.,26TH ST & PENROSE AV & TWENTYSIXTH ST,1,2,1,0,1,1,0
16-May,12:37 a.m.,BUSTLETON AV,1,2,1,0,0,0,1
16-Aug,19:44 p.m.,GIRARD AV,1,3,1,0,1,1,0
16-Aug,2:08 a.m.,CHRISTOPHER COLUMBUS BL,1,3,1,0,3,1,0
16-Aug,1:39 a.m.,MASCHER ST & LEHIGH AV,1,3,2,0,1,0,1
16-Aug,18:20 p.m.,24TH ST,1,2,1,0,0,0,1
16-Aug,12:58 a.m.,MAIN ST,3,3,1,0,2,1,0
16-Sep,8:00 a.m.,CURIE BL,1,2,1,0,1,1,0
16-Sep,12:46 a.m.,FRANKFORD AV,1,2,0,1,0,0,1
16-Aug,12:22 a.m.,ROOSEVELT BL,1,2,1,0,1,1,0
16-Aug,18:42 p.m.,MERION AV,1,2,1,0,0,0,1
16-Sep,18:45 p.m.,L ST,1,2,1,0,1,1,0
16-Aug,19:38 p.m.,PAXON ST & SPRINGFIELD AV,1,2,1,0,1,1,0
16-Sep,20:45 p.m.,CHRISTOPHER COLUMBUS BL,1,2,0,1,1,1,0
16-Sep,99:99 p.m.,COTTMAN AV & ERDRICK ST,1,2,1,0,0,0,1
16-Sep,12:00 p.m.,9TH ST,1,2,1,0,1,1,0
16-Sep,11:21 a.m.,SECOND ST & ALLEGHENY AV,1,2,1,0,0,0,1
16-Sep,7:20 a.m.,BYBERRY RD & KELVIN AV,1,3,1,0,1,1,0
16-Oct,14:58 p.m.,GERMANTOWN AL & VENANGO ST,1,2,1,0,1,1,0
16-Oct,6:27 a.m.,ROOSEVELT BL,1,2,1,0,0,0,1
16-Oct,13:23 p.m.,FIFTEENTH ST & RAMP RD & VINE ST,1,2,1,0,1,1,0
16-Oct,20:21 p.m.,ROBERTS AV,1,2,1,0,1,1,0
16-Sep,18:30 p.m.,HUNTING PARK AV,1,6,1,0,1,1,0
16-Oct,9:39 a.m.,KELLY DR,1,2,1,0,0,0,1
16-Sep,1:36 a.m.,CASTOR AV & BLEIGH AV,1,2,1,0,0,0,1
16-Oct,13:19 p.m.,TYSON AV & ROOSEVELT BL,2,5,0,1,5,1,0
16-Oct,8:10 a.m.,VERREE RD & BORBECK AV,1,3,2,0,2,1,0
16-Oct,99:99 p.m.,BROAD ST & UNKNOWN ST,1,2,1,0,1,1,0
16-Oct,21:00 p.m.,GIRARD AV & BROAD ST,1,2,0,1,1,1,0
16-Oct,15:48 p.m.,COTTMAN AV,1,3,1,0,1,1,0
16-Oct,13:20 p.m.,BUSTLETON AV,1,2,1,0,1,1,0
16-Oct,15:00 p.m.,KELLY DR,1,2,1,0,1,1,0
16-Aug,5:55 a.m.,FAIRMOUNT AV & 22ND ST,1,2,1,0,1,1,0
16-Oct,21:03 p.m.,RISING SUN AV,1,2,1,0,1,1,0
16-Oct,19:43 p.m.,ROOSEVELT BL,1,5,1,0,0,0,1
16-Nov,12:05 a.m.,FRONT ST & LEHIGH AV,1,2,1,0,0,0,1
16-Nov,1:52 a.m.,BROAD ST,1,2,1,0,1,1,0
16-Nov,2:22 a.m.,MARKET ST & ELEVENTH ST,1,3,2,0,1,1,1
16-Nov,9:24 a.m.,BUSTLETON AV,1,2,1,0,1,1,0
16-Nov,17:20 p.m.,A ST & LEHIGH AV,1,2,1,0,0,0,1
16-Nov,18:36 p.m.,GERMANTOWN AV,1,2,1,0,1,1,0
16-Aug,14:15 p.m.,VINE ST & 8TH ST & RAMP RD,1,2,0,1,1,1,0
16-Nov,16:08 p.m.,SAINT VINCENT ST & FRANKFORD AV,1,2,1,0,1,1,0
16-Nov,3:59 a.m.,OREGON AV,1,2,1,0,1,1,0
16-Nov,17:05 p.m.,CHESTNUT ST & 23RD ST,1,2,1,0,0,0,1
16-Nov,18:12 p.m.,COTTMAN AV,1,3,1,0,1,1,0
16-Oct,20:15 p.m.,LEHIGH AV & A ST,1,3,1,0,0,0,1
16-Nov,23:26 p.m.,BUSTLETON AV & ROOSEVELT BL,1,2,1,0,0,0,1
16-Nov,15:15 p.m.,LANSDOWNE AV & SIXTYTHIRD ST,1,2,1,0,0,0,1
16-Nov,1:00 a.m.,22ND ST,2,2,1,0,1,1,0
16-Dec,17:00 p.m.,BELMONT AV & OVERBROOK AV & FORD RD,1,2,1,0,1,1,0
16-Dec,18:02 p.m.,WINGOHOCKING ST & 9TH ST,1,2,1,0,1,1,0
16-Dec,14:00 p.m.,N 9TH ST,1,2,1,0,1,1,0
16-Dec,5:58 a.m.,ERIE AV,1,2,1,0,0,0,1
16-Nov,16:10 p.m.,LINDBERGH BL & ISLAND AV,1,5,1,0,0,0,1
16-Dec,17:40 p.m.,BUSTLETON AV,1,2,1,0,1,1,0
16-Dec,16:10 p.m.,FRANKFORD AV,1,2,1,0,0,0,1
17-Jan,6:40 a.m.,LEHIGH AV,1,2,1,0,1,1,0
17-Jan,11:20 a.m.,ROOSEVELT BL,1,2,1,0,1,1,0
16-Dec,23:04 p.m.,KNIGHTS RD,1,2,1,0,1,1,0
17-Jan,9:57 a.m.,40TH ST & MARKET ST,1,2,1,0,1,1,0
17-Jan,9:43 a.m.,40TH ST & LOCUST ST,1,3,0,1,1,1,0
17-Jan,15:12 p.m.,NORRIS ST & WARNOCK ST,1,2,1,0,1,1,0
17-Jan,18:48 p.m.,ROOSEVELT BL,1,2,1,0,1,1,0
17-Jan,13:55 p.m.,10TH ST & RACE ST,1,2,1,0,1,1,0
17-Jan,19:11 p.m.,MT PLEASANT AV & LINCOLN DR,1,3,2,0,2,1,0
17-Jan,19:56 p.m.,57TH ST & GIRARD AV,1,3,2,0,1,0,1
17-Jan,11:29 a.m.,COTTMAN AV,1,2,1,0,0,0,1
17-Jan,9:00 a.m.,ALLEGHENY AV,2,4,1,0,3,1,0
17-Jan,23:42 p.m.,LARGE ST & ROOSEVELT BL,1,4,2,0,0,0,2
17-Jan,7:02 a.m.,FISHER AV & 6TH ST,1,2,1,0,1,1,0
17-Jan,18:25 p.m.,ASHDALE ST & C ST,1,2,1,0,1,1,0
17-Jan,18:44 p.m.,BUTLER ST & BROAD ST,1,2,1,0,1,1,0
17-Jan,1:39 a.m.,CHEW AV & 12TH ST,1,2,1,0,0,0,1
17-Feb,15:57 p.m.,15TH ST,2,5,1,0,2,1,0
17-Feb,12:59 p.m.,WOODHAVEN RD,3,6,1,0,3,2,2
17-Feb,8:00 a.m.,3RD ST & WIDENER ST,1,2,1,0,1,1,0
17-Feb,15:29 p.m.,GIRARD AV & BROAD ST,1,2,1,0,1,1,0
17-Jan,17:55 p.m.,11TH ST & NORRIS ST,1,2,1,0,1,1,0
17-Feb,22:05 p.m.,CITY AV,1,4,3,0,3,1,0
17-Feb,9:36 a.m.,TULIP ST,1,2,1,0,1,1,0
17-Feb,16:53 p.m.,SENTNER ST & RISING SUN AV,1,2,1,0,1,1,0
17-Mar,15:25 p.m.,BERKS ST & 6TH ST,1,2,1,0,1,1,0
17-Mar,16:32 p.m.,39TH ST & FAIRMOUNT AV,1,2,1,0,1,1,0
17-Apr,22:08 p.m.,ARAMINGO AV,1,2,0,1,0,0,1
17-Apr,13:47 p.m.,SAINT VINCENT ST,1,2,1,0,1,1,0
17-Apr,22:10 p.m.,6TH ST & ERIE AV,1,3,2,0,2,1,0
17-Apr,18:53 p.m.,DOMINO LN & RIDGE AV,1,2,1,0,1,1,0
17-Apr,1:50 a.m.,11TH ST & MARKET ST,1,2,1,0,1,1,0
17-May,12:27 p.m.,S 34TH ST,1,3,0,1,1,1,0
17-Apr,14:48 p.m.,FRANKFORD AV,1,2,1,0,1,1,0
17-Apr,15:50 p.m.,AMERICAN ST & HUNTINGDON ST,1,2,1,0,1,1,0
17-Apr,18:30 p.m.,4TH ST & GASKILL ST,1,2,1,0,1,1,0
17-Apr,2:00 a.m.,JOHN F KENNEDY BL & 15TH ST & FROM 3022/0010 RD & FIFTEENTH ST,1,2,1,0,1,1,0
17-Apr,22:45 p.m.,ROBERTS AV,1,2,1,0,1,1,0
17-Apr,5:27 a.m.,62ND ST & WEBSTER ST,1,2,1,0,1,1,0
17-May,4:44 a.m.,ARAMINGO AV,1,2,1,0,0,0,1
17-May,3:03 a.m.,BRYN MAWR AV & CITY AV,1,2,1,0,1,1,0
17-Apr,13:23 p.m.,ROOSEVELT BL,1,2,1,0,0,0,1
17-May,18:01 p.m.,60TH ST & KINGSESSING AV,2,6,2,0,3,1,0
17-May,14:40 p.m.,5TH ST & CAYUGA ST,1,2,1,0,2,1,0
17-Jun,12:25 a.m.,THIRTYEIGHTH ST & MARKET ST,1,2,1,0,0,0,1
17-May,5:25 a.m.,HUNTING PARK AV & BROAD ST,1,2,1,0,2,1,0
17-May,19:30 p.m.,OAKLAND ST,1,2,1,0,1,1,0
17-May,20:44 p.m.,HUNTING PARK AV,1,2,1,0,1,1,0
17-May,15:52 p.m.,FRANKFORD AV,1,2,1,0,1,1,0
17-Jun,16:05 p.m.,16TH ST & CECIL B MOORE AV,2,4,1,0,2,1,0
17-Jun,7:44 a.m.,PRESIDENTIAL BL & CITY AV,1,3,0,2,2,1,0
17-May,22:22 p.m.,46TH ST & CHESTNUT ST,1,2,1,0,1,1,0
17-Jun,20:47 p.m.,ARAMINGO AV,1,3,2,0,1,1,1
17-Jun,14:00 p.m.,SPRUCE ST & 18TH ST,1,2,0,1,1,1,0
17-Jun,11:43 a.m.,JOHN F KENNEDY BL,2,8,2,0,2,1,1
17-May,23:09 p.m.,RIDGE AV & GREEN LN,1,2,1,0,0,0,1
17-Jun,23:00 p.m.,PARKSIDE AV,1,3,1,0,1,1,0
17-Jun,16:30 p.m.,BROAD ST & MOORE ST,1,2,1,0,1,1,0
17-Jul,22:01 p.m.,HAZZARD ST,1,2,1,0,0,0,1
17-Jul,9:45 a.m.,LOCUST ST & BROAD ST,1,2,1,0,1,1,0
17-Jul,13:55 p.m.,2ND ST & FURLEY ST,1,2,0,1,1,1,0
17-Jul,14:07 p.m.,ALTON ST & GRANT AV & WELSH RD,3,5,1,0,0,0,1
17-Aug,15:53 p.m.,ALBURGER AV & VERREE RD,1,2,0,1,1,1,0
17-Apr,20:10 p.m.,FRONT ST,1,2,1,0,1,1,0
17-Jun,11:16 a.m.,5TH ST & BERKS ST,1,4,1,0,1,1,0
17-Jun,4:46 a.m.,VINE STREET EX,2,3,1,0,2,1,1
17-Jul,22:27 p.m.,RAMP A RD & SCHUYLKILL EX,1,2,1,0,0,0,1
17-Aug,12:46 a.m.,BROAD ST,1,3,1,0,0,0,1
17-Aug,1:13 a.m.,40TH ST & WALNUT ST,1,2,1,0,1,1,0
17-Aug,22:25 p.m.,ALLEGHENY AV,1,2,1,0,0,0,1
17-Aug,3:45 a.m.,RACE ST & WATTS ST,1,2,1,0,0,0,1
17-Aug,99:99 p.m.,TWENTYNINTH ST & RIDGE AV,3,2,1,0,1,1,0
17-Aug,21:29 p.m.,RACE ST,1,2,1,0,1,1,0
17-Jun,16:18 p.m.,DIAMOND ST & 17TH ST,1,2,1,0,1,1,0
17-Jul,23:30 p.m.,PARKSIDE AV,1,2,1,0,0,0,1
17-Sep,20:18 p.m.,MARKET ST & THIRTYEIGHTH ST,1,2,1,0,1,1,0
17-Jul,14:45 p.m.,HARBISON AV & ROOSEVELT BL,1,3,1,0,0,0,1
17-Aug,22:34 p.m.,BUSTLETON AV,5,12,1,0,9,2,0
17-Aug,23:45 p.m.,ASHDALE ST & C ST,1,2,0,1,0,0,1
17-Sep,17:22 p.m.,BROAD ST & RAMP RD & VINE ST,1,2,1,0,1,1,0
17-Sep,20:21 p.m.,BROWN ST & 42ND ST,1,2,1,0,1,1,0
17-Jun,12:25 a.m.,ROOSEVELT BL,2,3,1,0,0,0,1
17-Sep,99:99 p.m.,GIRARD AV & 40TH ST & PARKSIDE AV,1,2,1,0,1,1,0
17-Sep,20:57 p.m.,58TH ST & WYALUSING AV & HAVERFORD AV,1,2,1,0,1,1,0
17-Aug,16:24 p.m.,MONTOUR ST & MAYFAIR ST,1,2,1,0,0,0,1
17-Sep,16:44 p.m.,BROAD ST & ONTARIO ST,2,3,0,1,1,1,0
17-Oct,9:17 a.m.,BROAD ST & VINE ST & RAMP RD,1,2,1,0,1,1,0
17-Sep,16:21 p.m.,TORRESDALE AV,5,3,1,0,1,0,1
17-Sep,15:30 p.m.,WASHINGTON LN,1,3,2,0,2,2,0
17-Sep,14:24 p.m.,29TH ST & TWENTYNINTH ST & GIRARD AV,1,2,1,0,1,1,0
17-Sep,9:50 a.m.,BROAD ST & SPRUCE ST,1,2,1,0,1,1,0
17-Sep,12:38 p.m.,8TH ST & WALNUT ST,1,2,1,0,1,1,0
17-Sep,22:36 p.m.,MELON ST,1,2,1,0,1,1,0
17-Sep,12:55 a.m.,GLENWOOD AV & BROAD ST,1,2,1,0,0,0,1
17-Oct,7:12 a.m.,BROAD ST,1,2,1,0,1,1,0
17-Sep,21:26 p.m.,ROOSEVELT BL,1,2,1,0,1,1,0
17-Sep,16:39 p.m.,BRYN MAWR AV & CITY AV,1,2,1,0,1,1,0
17-Oct,8:45 a.m.,CHRISTOPHER COLUMBUS BL,1,2,1,0,0,0,1
17-Sep,20:12 p.m.,TABOR RD & RISING SUN AV,1,2,1,0,1,1,0
17-Oct,11:20 a.m.,PARK AV & CHEW AV,1,2,1,0,1,1,0
17-Oct,4:15 a.m.,PINE RD,1,2,1,0,0,0,1
17-Oct,18:25 p.m.,C ST & WYOMING AV,1,2,1,0,1,1,0
17-Oct,19:34 p.m.,GERMANTOWN AV,1,2,1,0,1,1,0
17-Oct,13:36 p.m.,FRONT ST & GODFREY AV,1,3,2,0,2,1,0
17-Oct,15:20 p.m.,RISING SUN AV & MASCHER AV & TIBER ST,1,3,1,0,1,1,0
17-Oct,17:13 p.m.,SEVENTH ST & ROOSEVELT BL,1,2,1,0,0,0,1
17-Oct,2:37 a.m.,ALLEGHENY AV,1,2,1,0,0,0,1
17-Nov,18:54 p.m.,PENN ST,1,3,1,0,1,1,0
17-Nov,7:26 a.m.,SPRUCE ST & 11TH ST,1,3,1,0,0,0,1
17-Nov,2:44 a.m.,STENTON AV,2,3,2,0,2,2,0
17-Nov,23:00 p.m.,VINE ST & SIXTYTHIRD ST,1,2,1,0,1,1,0
17-Nov,12:02 p.m.,ARAMINGO AV,2,2,1,0,1,1,0
17-Dec,7:53 a.m.,BROAD ST & JEFFERSON ST,1,2,0,1,1,1,0
17-Nov,17:30 p.m.,HENRY AV,1,3,1,0,0,0,1
17-Dec,22:30 p.m.,CHESTNUT ST,1,2,0,1,1,1,0
17-Nov,14:40 p.m.,PEARL ST,1,2,1,0,1,1,0
17-Nov,9:53 a.m.,HAGERT ST & KENSINGTON AV,1,2,0,1,1,1,0
17-Dec,18:26 p.m.,LEHIGH AV,1,2,1,0,0,0,1
17-Dec,21:00 p.m.,MARKET ST & 21ST ST,1,2,1,0,1,1,0
17-Dec,17:56 p.m.,PARKSIDE AV & MEMORIAL AV,1,2,1,0,1,1,0
17-Oct,22:00 p.m.,67TH ST,1,2,1,0,0,0,1
17-Nov,5:39 a.m.,ESSINGTON AV & SIXTYSEVENTH ST,1,2,1,0,0,0,1
17-Nov,14:10 p.m.,ROOSEVELT BL,1,2,1,0,0,0,1
17-Dec,7:15 a.m.,S 4TH ST & OREGON AV,1,2,1,0,1,1,0
17-Nov,9:19 a.m.,WAYNE AV & BERKLEY ST,1,2,1,0,1,1,0
17-Dec,6:21 a.m.,WASHINGTON AV & 24TH ST,3,5,1,0,1,0,1
17-Dec,22:00 p.m.,OLD LANCASTER RD & CITY AV & FIFTYFOURTH ST,1,2,1,0,0,0,1
17-Dec,1:02 a.m.,PASSYUNK AV,1,2,1,0,1,1,0
17-Dec,15:15 p.m.,5TH ST,1,2,0,1,1,1,0
17-Nov,5:01 a.m.,CLEARFIELD ST & KENSINGTON AV & G ST,1,2,0,1,1,1,0
17-Dec,9:15 a.m.,ANDREWS AV,1,2,1,0,1,1,0
17-Dec,9:30 a.m.,BROAD ST & CHESTNUT ST,1,2,1,0,1,1,0
17-Dec,9:55 a.m.,13TH ST & PINE ST,1,2,0,1,1,1,0
17-Dec,18:28 p.m.,LAPSLEY RD & CITY AV,1,2,1,0,1,1,0
